LastLoginDate,CustomerClass,NoRekCustomer ,CustomerName,Country,City,Region,Umur,Category,TipeProduct,TransPerMonth, Balance ,SalaryPerMonth,Kids,Houses,Vehicles
4/24/2013,Standard Class,OFF-BI-10002764,Art Ferguson,indonesia,Balikpapan,Region C,33,menikah,Mandiri Deposit,126," 205,753,787 ",62598971,0,1,1
4/24/2013,Standard Class,OFF-EN-10004386,Art Ferguson,indonesia,Balikpapan,Region C,32,menikah,Mandiri Deposit,65," 76,732,693 ",161777002,0,1,1
11/14/2014,Standard Class,TEC-PH-10003442,Ken Lonsdale,indonesia,Pontianak,Region C,54,menikah,Mandiri Deposit,186," 424,527,895 ",130230356,2,0,2
7/22/2011,Gold Class,OFF-ST-10003123,John Lucas,indonesia,Semarang,Region B,71,single,Mandiri Consumer Loan,99," 640,304,681 ",38292477,3,0,0
12/14/2014,Standard Class,OFF-LA-10004559,Emily Phan,indonesia,Balikpapan,Region C,49,menikah,Mandiri Deposit,166," 701,601,997 ",112282493,2,0,0
12/14/2014,Standard Class,OFF-PA-10003172,Emily Phan,indonesia,Balikpapan,Region C,68,menikah,Mandiri Deposit,46," 282,220,393 ",70500271,2,1,1
12/14/2014,Standard Class,OFF-PA-10000232,Emily Phan,indonesia,Balikpapan,Region C,22,menikah,Mandiri Deposit,14," 160,867,262 ",99530465,2,0,1
5/31/2014,Standard Class,OFF-AR-10003405,Kelly Andreada,indonesia,Balikpapan,Region C,72,menikah,Mandiri Deposit,94," 61,831,542 ",59725765,2,1,2
6/21/2014,Standard Class,TEC-PH-10003691,Paul Gonzalez,indonesia,Makasar,Region D,58,menikah,Mandiri Deposit,180," 517,652,223 ",42448619,2,1,2
11/13/2012,Standard Class,FUR-BO-10001811,Patrick O'Brill,indonesia,Semarang,Region B,34,single,Mandiri Deposit,47," 832,271,127 ",142363186,3,0,1
12/16/2014,Standard Class,OFF-PA-10004569,Khloe Miller,indonesia,Balikpapan,Region C,24,menikah,Mandiri Deposit,54," 895,852,173 ",28025067,0,0,1
12/16/2014,Standard Class,OFF-AP-10000027,Khloe Miller,indonesia,Balikpapan,Region C,53,menikah,Mandiri Deposit,171," 767,766,698 ",116630155,0,0,2
12/16/2014,Standard Class,TEC-PH-10000675,Khloe Miller,indonesia,Balikpapan,Region C,79,menikah,Mandiri Deposit,103," 341,473,471 ",87322046,1,1,0
10/31/2013,Standard Class,OFF-FA-10003059,Susan Pistek,indonesia,Balikpapan,Region C,30,menikah,Mandiri Credit Card,112," 477,197,593 ",40610500,3,1,2
10/20/2014,Standard Class,OFF-BI-10004826,Joy Smith,indonesia,Balikpapan,Region C,61,menikah,Mandiri Deposit,143," 189,858,850 ",121029529,1,0,1
10/22/2013,Standard Class,OFF-AR-10000390,Carlos Soltero,indonesia,Balikpapan,Region C,47,menikah,Mandiri Deposit,9," 235,010,941 ",65468060,3,1,1
10/22/2013,Standard Class,OFF-ST-10002743,Carlos Soltero,indonesia,Balikpapan,Region C,31,menikah,Mandiri Consumer Loan,174," 360,956,313 ",75846488,1,0,2
11/5/2011,Standard Class,FUR-FU-10001468,Maribeth Dona,indonesia,Palembang,Region A,20,menikah,Mandiri Deposit,103," 97,038,136 ",124845576,2,1,2
11/5/2011,Standard Class,OFF-BI-10003684,Maribeth Dona,indonesia,Palembang,Region A,42,single,Mandiri Deposit,54," 903,643,010 ",58271937,1,0,1
11/5/2011,Standard Class,OFF-ST-10003716,Maribeth Dona,indonesia,Palembang,Region A,50,single,Mandiri Consumer Loan,40," 534,495,499 ",42790356,1,0,2
11/5/2011,Standard Class,TEC-AC-10001101,Maribeth Dona,indonesia,Palembang,Region A,48,single,Mandiri Deposit,117," 719,220,775 ",73155206,3,0,1
11/5/2011,Standard Class,TEC-AC-10004864,Maribeth Dona,indonesia,Palembang,Region A,40,single,Mandiri Deposit,163," 420,255,034 ",111325717,1,0,0
11/8/2013,Standard Class,OFF-BI-10001543,Lisa DeCherney,indonesia,Balikpapan,Region C,75,menikah,Mandiri Deposit,111," 213,750,332 ",65529177,1,0,1
5/31/2013,Silver Class,TEC-PH-10002293,Annie Thurman,indonesia,Semarang,Region B,40,single,Mandiri Deposit,124," 261,711,709 ",62395779,2,0,2
5/31/2013,Silver Class,TEC-AC-10000109,Annie Thurman,indonesia,Semarang,Region B,36,single,Mandiri Deposit,12," 905,091,822 ",143135273,3,1,0
11/13/2014,Gold Class,OFF-ST-10002574,Dennis Kane,indonesia,Medan,Region A,60,single,Mandiri Consumer Loan,175," 54,273,208 ",102160477,1,0,2
2/16/2013,Standard Class,FUR-CH-10001802,Jill Fjeld,indonesia,Padang,Region A,51,menikah,Mandiri Deposit,8," 348,904,751 ",86561918,0,0,2
2/16/2013,Standard Class,TEC-AC-10003628,Jill Fjeld,indonesia,Padang,Region A,76,single,Mandiri Deposit,2," 643,736,017 ",159452360,1,0,2
12/5/2012,Standard Class,OFF-EN-10004459,Tim Brockman,indonesia,Semarang,Region B,58,single,Mandiri Deposit,12," 953,920,202 ",58059728,2,0,1
9/18/2014,Platinum Class,TEC-AC-10001109,Shahid Collister,indonesia,Pontianak,Region C,52,menikah,Mandiri Deposit,81," 140,585,389 ",39422470,2,0,1
12/3/2014,Platinum Class,OFF-AP-10001293,Kunst Miller,indonesia,Padang,Region A,36,single,Mandiri Deposit,9," 570,167,094 ",155391909,2,1,1
12/3/2014,Platinum Class,TEC-PH-10004977,Kunst Miller,indonesia,Padang,Region A,20,single,Mandiri Deposit,15," 801,043,910 ",181174877,1,0,0
12/3/2014,Platinum Class,OFF-SU-10001935,Kunst Miller,indonesia,Padang,Region A,25,single,Mandiri Deposit,44," 607,513,625 ",22311346,1,1,2
9/29/2011,Standard Class,OFF-BI-10001308,Evan Bailliet,indonesia,Balikpapan,Region C,53,menikah,Mandiri Deposit,58," 497,592,002 ",108607272,3,0,2
9/29/2011,Standard Class,OFF-ST-10000046,Evan Bailliet,indonesia,Balikpapan,Region C,39,menikah,Mandiri Consumer Loan,10," 998,498,333 ",10955640,0,0,1
11/15/2014,Standard Class,OFF-AR-10003504,Joe Elijah,indonesia,Balikpapan,Region C,50,menikah,Mandiri Deposit,178," 65,213,296 ",81780445,0,0,1
11/29/2014,Standard Class,OFF-LA-10001074,Emily Phan,indonesia,Balikpapan,Region C,78,menikah,Mandiri Deposit,15," 577,902,552 ",46217343,2,1,1
6/17/2013,Standard Class,OFF-LA-10001641,Jennifer Jackson,indonesia,Padang,Region A,62,single,Mandiri Deposit,76," 529,284,219 ",132224407,1,0,1
1/22/2014,Standard Class,OFF-EN-10002230,Bobby Elias,indonesia,Bandung,Region B,68,single,Mandiri Deposit,117," 105,317,377 ",61327033,0,0,2
11/11/2011,Standard Class,FUR-FU-10000175,Brosina Hoffman,indonesia,Jogyakarta,Region B,34,single,Mandiri Deposit,189," 613,360,193 ",103161080,1,0,2
11/11/2011,Standard Class,FUR-CH-10003379,Brosina Hoffman,indonesia,Jogyakarta,Region B,80,single,Mandiri Deposit,129," 8,993,930 ",171573916,3,1,1
10/12/2013,Standard Class,OFF-AR-10003183,Emily Phan,indonesia,Jogyakarta,Region B,76,single,Mandiri Deposit,184," 168,624,882 ",88952025,0,1,1
10/12/2013,Standard Class,OFF-AR-10001446,Emily Phan,indonesia,Jogyakarta,Region B,29,single,Mandiri Deposit,97," 368,597,341 ",93102211,1,1,1
3/28/2014,Gold Class,FUR-TA-10002533,Lena Cacioppo,indonesia,Makasar,Region D,29,single,Investment and Bank Insurance,31," 366,437,261 ",177260495,2,1,0
3/28/2014,Gold Class,TEC-PH-10004006,Lena Cacioppo,indonesia,Makasar,Region D,70,menikah,Mandiri Deposit,193," 855,501,649 ",79291793,0,1,2
6/18/2011,Standard Class,TEC-PH-10000215,Mick Crebagga,indonesia,Balikpapan,Region C,64,menikah,Mandiri Deposit,168," 883,748,531 ",183233326,2,0,2
3/1/2014,Standard Class,OFF-BI-10001757,Duane Benoit,indonesia,Padang,Region A,79,single,Mandiri Deposit,59," 703,756,837 ",192700795,0,1,0
3/1/2014,Standard Class,OFF-PA-10002137,Duane Benoit,indonesia,Padang,Region A,28,single,Mandiri Deposit,1," 632,759,270 ",123717515,0,1,1
12/10/2014,Standard Class,OFF-BI-10000088,Luke Weiss,indonesia,Semarang,Region B,37,single,Mandiri Deposit,40," 632,806,598 ",144974005,2,0,2
6/27/2013,Standard Class,TEC-PH-10004434,Phillip Flathmann,indonesia,Makasar,Region D,51,menikah,Mandiri Deposit,77," 898,780,920 ",182739501,0,1,0
7/26/2011,Standard Class,OFF-BI-10004995,Luke Foster,indonesia,jakarta,Region B,44,single,Mandiri Deposit,63," 342,162,576 ",150846897,0,0,0
7/26/2011,Standard Class,FUR-FU-10004666,Luke Foster,indonesia,jakarta,Region B,23,single,Mandiri Deposit,86," 179,432,857 ",155963328,0,0,2
7/26/2011,Standard Class,OFF-BI-10001524,Luke Foster,indonesia,jakarta,Region B,34,single,Mandiri Deposit,25," 421,597,765 ",165959521,2,0,1
7/26/2011,Standard Class,TEC-AC-10002076,Luke Foster,indonesia,jakarta,Region B,27,single,Mandiri Deposit,112," 950,352,331 ",89016920,1,1,2
7/26/2011,Standard Class,OFF-BI-10001679,Luke Foster,indonesia,jakarta,Region B,42,single,Mandiri Deposit,200," 23,772,808 ",121004924,0,0,1
7/26/2011,Standard Class,OFF-AP-10003281,Luke Foster,indonesia,jakarta,Region B,27,single,Mandiri Deposit,123," 976,698,089 ",36016017,0,0,1
9/15/2013,Standard Class,TEC-PH-10001944,Clay Ludtke,indonesia,Padang,Region A,59,single,Mandiri Deposit,6," 680,816,155 ",18753293,2,1,0
9/15/2013,Standard Class,OFF-BI-10004390,Clay Ludtke,indonesia,Padang,Region A,37,single,Mandiri Deposit,9," 224,663,825 ",28664831,3,1,1
11/5/2011,Silver Class,FUR-CH-10004754,Barry Gonzalez,indonesia,Makasar,Region D,34,single,Mandiri Deposit,178," 944,023,477 ",156140805,1,0,0
3/28/2014,Standard Class,FUR-BO-10001811,Caroline Jumper,indonesia,Semarang,Region B,25,single,Mandiri Deposit,160," 966,197,479 ",108758105,2,1,0
3/28/2014,Standard Class,FUR-CH-10004063,Caroline Jumper,indonesia,Semarang,Region B,78,single,Mandiri Deposit,89," 224,098,961 ",14500458,1,0,0
3/28/2014,Standard Class,TEC-AC-10004901,Caroline Jumper,indonesia,Semarang,Region B,25,single,Mandiri Deposit,148," 816,778,792 ",72917059,0,0,2
3/28/2014,Standard Class,FUR-CH-10001714,Caroline Jumper,indonesia,Semarang,Region B,21,single,Mandiri Deposit,68," 579,417,068 ",22459635,3,0,1
5/21/2011,Gold Class,OFF-EN-10003134,Katherine Hughes,indonesia,Semarang,Region B,65,single,Mandiri Deposit,45," 16,675,839 ",87986004,3,1,2
5/21/2011,Gold Class,FUR-CH-10003396,Katherine Hughes,indonesia,Semarang,Region B,68,single,Mandiri Deposit,192," 567,803,425 ",27175996,1,0,2
5/21/2011,Gold Class,OFF-PA-10001560,Katherine Hughes,indonesia,Semarang,Region B,63,single,Mandiri Deposit,31," 946,414,145 ",146153919,1,1,0
5/21/2011,Gold Class,OFF-BI-10000977,Katherine Hughes,indonesia,Semarang,Region B,56,single,Mandiri Deposit,122," 765,139,245 ",167732135,3,0,1
9/30/2014,Standard Class,OFF-SU-10000898,Joe Kamberova,indonesia,Balikpapan,Region C,24,menikah,Mandiri Deposit,51," 21,175,306 ",190453143,0,1,1
7/18/2012,Gold Class,OFF-BI-10004182,Pauline Johnson,indonesia,Padang,Region A,69,single,Mandiri Deposit,157," 892,277,087 ",117844697,0,0,1
7/18/2012,Gold Class,TEC-PH-10002468,Pauline Johnson,indonesia,Padang,Region A,26,single,Mandiri Deposit,119," 637,787,803 ",161714372,1,1,0
7/18/2012,Gold Class,FUR-FU-10002364,Pauline Johnson,indonesia,Padang,Region A,69,menikah,Mandiri Deposit,159," 542,727,772 ",27372829,1,1,1
7/28/2014,Gold Class,FUR-CH-10001146,Joni Wasserman,indonesia,Makasar,Region D,80,single,Mandiri Deposit,148," 289,332,044 ",7980255,1,1,2
7/22/2014,Standard Class,OFF-BI-10001116,Pete Takahito,indonesia,Jogyakarta,Region B,56,single,Mandiri Deposit,96," 25,039,995 ",95683098,2,0,2
11/7/2011,Gold Class,OFF-PA-10000304,Troy Blackwell,indonesia,Balikpapan,Region C,50,menikah,Mandiri Deposit,17," 293,836,601 ",159053128,3,0,1
11/7/2011,Gold Class,OFF-AR-10002240,Troy Blackwell,indonesia,Balikpapan,Region C,21,menikah,Mandiri Deposit,178," 205,424,240 ",189584213,1,0,2
11/28/2013,Platinum Class,OFF-PA-10001246,Cassandra Brandow,indonesia,Pekanbaru,Region A,47,single,Mandiri Deposit,128," 561,119,707 ",188726950,0,0,2
11/28/2013,Platinum Class,OFF-AR-10000658,Cassandra Brandow,indonesia,Pekanbaru,Region A,48,single,Mandiri Deposit,127," 726,135,221 ",193774928,0,1,1
11/28/2013,Platinum Class,OFF-PA-10000100,Cassandra Brandow,indonesia,Pekanbaru,Region A,26,single,Mandiri Deposit,155," 137,207,295 ",62406526,3,1,2
11/28/2013,Platinum Class,OFF-BI-10004233,Cassandra Brandow,indonesia,Pekanbaru,Region A,45,single,Mandiri Deposit,1," 831,030,920 ",102023579,3,1,0
8/15/2011,Standard Class,OFF-AP-10003287,Brian Dahlen,indonesia,Balikpapan,Region C,71,menikah,Mandiri Deposit,193," 82,152,840 ",11100512,3,1,0
8/15/2011,Standard Class,OFF-PA-10000167,Brian Dahlen,indonesia,Balikpapan,Region C,63,menikah,Mandiri Deposit,145," 79,435,544 ",65444344,0,1,1
8/15/2011,Standard Class,OFF-BI-10002309,Brian Dahlen,indonesia,Balikpapan,Region C,52,menikah,Mandiri Deposit,162," 915,237,607 ",155475074,3,1,0
8/15/2011,Standard Class,OFF-BI-10003638,Brian Dahlen,indonesia,Balikpapan,Region C,29,menikah,Mandiri Deposit,86," 975,304,844 ",177566028,2,1,2
7/17/2014,Standard Class,FUR-CH-10004218,Natalie Fritzler,indonesia,Makasar,Region D,46,single,Mandiri Deposit,128," 797,796,427 ",34683887,0,0,1
12/16/2011,Gold Class,TEC-AC-10004171,Sean Christensen,indonesia,Bandung,Region B,59,single,Mandiri Deposit,168," 455,685,851 ",134243583,3,1,1
12/16/2011,Gold Class,FUR-FU-10001706,Sean Christensen,indonesia,Bandung,Region B,66,single,Mandiri Deposit,17," 608,982,413 ",116828473,0,1,0
5/18/2011,Gold Class,OFF-PA-10001526,George Ashbrook,indonesia,Jogyakarta,Region B,22,single,Mandiri Deposit,122," 791,481,662 ",50937863,1,1,2
10/11/2013,Platinum Class,FUR-FU-10004963,William Brown,indonesia,Bandung,Region B,30,single,Mandiri Deposit,137," 299,887,921 ",182669194,3,0,0
10/11/2013,Platinum Class,OFF-BI-10001597,William Brown,indonesia,Bandung,Region B,52,single,Mandiri Deposit,42," 983,446,038 ",134689417,2,0,0
9/26/2013,Standard Class,OFF-PA-10000141,Dan Lawera,indonesia,Samarinda,Region C,47,menikah,Mandiri Deposit,40," 882,001,336 ",165903283,3,1,1
9/26/2013,Standard Class,OFF-LA-10003923,Dan Lawera,indonesia,Samarinda,Region C,77,menikah,Mandiri Deposit,146," 832,755,706 ",174014343,1,1,2
9/26/2013,Standard Class,OFF-LA-10001771,Dan Lawera,indonesia,Samarinda,Region C,77,menikah,Mandiri Deposit,124," 150,571,233 ",60902818,2,1,2
9/26/2013,Standard Class,TEC-CO-10001943,Dan Lawera,indonesia,Samarinda,Region C,39,menikah,Mandiri Deposit,81," 545,790,692 ",23115210,0,1,2
9/26/2013,Standard Class,TEC-PH-10003356,Dan Lawera,indonesia,Samarinda,Region C,53,menikah,Mandiri Deposit,142," 686,057,599 ",91209191,0,0,1
9/26/2013,Standard Class,OFF-AR-10002255,Dan Lawera,indonesia,Samarinda,Region C,73,menikah,Mandiri Deposit,131," 345,883,297 ",64451167,1,0,0
6/3/2011,Platinum Class,OFF-LA-10001771,Richard Eichhorn,indonesia,Surabaya,Region B,79,single,Mandiri Deposit,152," 803,713,937 ",166471047,1,0,0
6/3/2011,Platinum Class,FUR-FU-10001475,Richard Eichhorn,indonesia,Surabaya,Region B,58,single,Mandiri Deposit,152," 32,202,049 ",161453765,1,0,0
6/3/2011,Platinum Class,OFF-ST-10000877,Richard Eichhorn,indonesia,Surabaya,Region B,42,single,Mandiri Consumer Loan,178," 234,430,551 ",184824913,1,0,1
6/20/2014,Standard Class,OFF-PA-10004438,George Ashbrook,indonesia,Balikpapan,Region C,37,menikah,Mandiri Deposit,16," 617,559,841 ",15598474,3,0,0
10/7/2014,Silver Class,OFF-ST-10003208,Mark Hamilton,indonesia,Jogyakarta,Region B,38,single,Mandiri Consumer Loan,121," 685,915,226 ",150681074,3,1,2
10/7/2014,Silver Class,OFF-AR-10004790,Mark Hamilton,indonesia,Jogyakarta,Region B,65,single,Mandiri Deposit,75," 630,744,520 ",84489123,3,1,0
12/29/2012,Standard Class,OFF-SU-10003936,Roy Französisch,indonesia,Padang,Region A,39,single,Mandiri Deposit,90," 766,927,094 ",19642482,2,1,1
8/22/2013,Standard Class,FUR-CH-10002961,Jay Kimmel,indonesia,Padang,Region A,34,menikah,Mandiri Deposit,200," 344,561,629 ",91444080,1,1,2
8/12/2011,Platinum Class,TEC-AC-10000023,Lauren Leatherbury,indonesia,Makasar,Region D,31,menikah,Mandiri Deposit,75," 676,461,254 ",12249166,2,0,0
1/24/2011,Standard Class,OFF-FA-10003467,Speros Goranitis,indonesia,Bali,Region B,41,single,Mandiri Credit Card,102," 183,090,028 ",59791351,2,1,1
10/13/2014,Platinum Class,OFF-PA-10000477,Christina Anderson,indonesia,Padang,Region A,37,single,Mandiri Deposit,12," 373,802,860 ",106677526,3,1,0
8/8/2012,Standard Class,TEC-AC-10000736,Rob Dowd,indonesia,Jambi,Region A,57,single,Mandiri Deposit,36," 982,531,209 ",155314002,0,1,1
9/26/2011,Standard Class,TEC-AC-10004859,Michael Moore,indonesia,Jogyakarta,Region B,38,single,Mandiri Deposit,87," 334,408,841 ",50431015,0,1,0
6/17/2011,Gold Class,OFF-PA-10001725,Jennifer Ferguson,indonesia,Jogyakarta,Region B,64,single,Mandiri Deposit,44," 916,556,673 ",138132397,1,1,2
6/7/2013,Standard Class,FUR-FU-10004306,Liz Preis,indonesia,Bandar Lampung,Region A,22,menikah,Mandiri Deposit,11," 891,792,419 ",180169347,0,1,2
6/7/2013,Standard Class,FUR-FU-10004845,Liz Preis,indonesia,Bandar Lampung,Region A,28,menikah,Mandiri Deposit,63," 853,522,865 ",24222108,0,1,1
8/22/2014,Standard Class,OFF-ST-10000036,Sung Chung,indonesia,Balikpapan,Region C,31,menikah,Mandiri Consumer Loan,120," 368,813,800 ",142286630,3,1,1
8/22/2014,Standard Class,OFF-PA-10001950,Sung Chung,indonesia,Balikpapan,Region C,42,menikah,Mandiri Deposit,186," 352,736,324 ",20844865,0,0,1
11/12/2011,Standard Class,FUR-FU-10004587,Darren Powers,indonesia,Semarang,Region B,23,single,Mandiri Deposit,18," 509,611,909 ",52156693,1,1,1
11/12/2011,Standard Class,TEC-AC-10002567,Darren Powers,indonesia,Semarang,Region B,80,single,Mandiri Deposit,70," 96,501,990 ",93837896,2,0,1
1/30/2014,Gold Class,OFF-PA-10003848,Tamara Manning,indonesia,Bali,Region B,33,single,Mandiri Deposit,170," 56,847,476 ",125611627,2,1,0
1/30/2014,Gold Class,OFF-PA-10000176,Tamara Manning,indonesia,Bali,Region B,72,single,Mandiri Deposit,150," 856,829,031 ",187950673,2,0,2
1/30/2014,Gold Class,OFF-ST-10001590,Tamara Manning,indonesia,Bali,Region B,77,single,Mandiri Consumer Loan,182," 107,545,618 ",90611052,3,0,2
1/30/2014,Gold Class,FUR-FU-10000010,Tamara Manning,indonesia,Bali,Region B,55,single,Mandiri Deposit,197," 102,862,634 ",24478928,2,0,0
9/24/2012,Standard Class,OFF-EN-10003055,Jamie Frazer,indonesia,Padang,Region A,26,single,Mandiri Deposit,37," 72,931,999 ",120156071,2,0,0
5/7/2014,Standard Class,TEC-AC-10001990,Jeremy Farry,indonesia,Jogyakarta,Region B,70,single,Mandiri Deposit,67," 776,220,720 ",121835157,0,1,1
9/5/2013,Silver Class,TEC-CO-10003763,Ionia McGrath,indonesia,Balikpapan,Region C,50,menikah,Mandiri Deposit,64," 22,662,449 ",39711868,0,0,1
11/13/2012,Standard Class,OFF-BI-10001267,Keith Herrera,indonesia,Balikpapan,Region C,43,menikah,Mandiri Deposit,184," 237,363,739 ",184793503,2,0,2
11/13/2012,Standard Class,OFF-PA-10004610,Keith Herrera,indonesia,Balikpapan,Region C,27,menikah,Mandiri Deposit,10," 643,234,394 ",121842897,2,1,0
7/11/2011,Platinum Class,TEC-PH-10004912,Jamie Kunitz,indonesia,Padang,Region A,37,single,Mandiri Deposit,149," 826,052,322 ",103395805,2,0,1
4/8/2013,Standard Class,OFF-AP-10003278,Alan Shonely,indonesia,Palembang,Region A,74,single,Mandiri Deposit,67," 1,363,774 ",12038881,0,1,2
4/8/2013,Standard Class,OFF-ST-10001627,Alan Shonely,indonesia,Palembang,Region A,54,single,Mandiri Consumer Loan,44," 591,316,870 ",185341489,0,0,0
6/25/2014,Standard Class,OFF-BI-10002735,Sonia Cooley,indonesia,Jambi,Region A,77,single,Mandiri Deposit,14," 787,207,830 ",187109831,3,1,0
11/25/2014,Standard Class,TEC-AC-10001772,John Lee,indonesia,Balikpapan,Region C,40,menikah,Mandiri Deposit,141," 699,682,939 ",43906650,1,1,2
12/28/2011,Standard Class,OFF-ST-10001128,Maribeth Dona,indonesia,Pontianak,Region C,38,menikah,Mandiri Consumer Loan,119," 595,732,121 ",52291797,3,0,2
12/28/2011,Standard Class,OFF-SU-10002537,Maribeth Dona,indonesia,Pontianak,Region C,59,menikah,Mandiri Deposit,12," 78,075,939 ",29784857,1,0,2
10/7/2014,Standard Class,OFF-AR-10001761,Ashley Jarboe,indonesia,Pontianak,Region C,49,menikah,Mandiri Deposit,21," 293,499,736 ",29879489,1,1,2
7/26/2012,Silver Class,OFF-PA-10003072,Alan Shonely,indonesia,Palembang,Region A,69,single,Mandiri Deposit,186," 744,537,961 ",102043482,2,1,1
12/12/2014,Standard Class,OFF-BI-10004209,Richard Bierner,indonesia,Palembang,Region A,57,single,Mandiri Deposit,17," 253,084,541 ",51243717,3,1,2
12/12/2014,Standard Class,OFF-BI-10004600,Richard Bierner,indonesia,Palembang,Region A,44,single,Mandiri Deposit,65," 290,122,138 ",122495813,2,0,1
12/12/2014,Standard Class,OFF-AP-10003622,Richard Bierner,indonesia,Palembang,Region A,60,single,Mandiri Deposit,159," 433,725,909 ",82774536,3,0,2
9/12/2013,Standard Class,OFF-EN-10000056,Ryan Crowe,indonesia,Semarang,Region B,22,single,Mandiri Deposit,77," 705,149,741 ",66050454,1,0,0
9/6/2012,Gold Class,FUR-TA-10001039,Shaun Weien,indonesia,Makasar,Region D,30,single,Investment and Bank Insurance,108," 586,742,970 ",8266291,3,1,0
8/4/2014,Platinum Class,OFF-LA-10004484,Ted Butterfield,indonesia,Bandar Lampung,Region A,60,single,Mandiri Deposit,3," 576,085,588 ",71148957,1,1,2
9/23/2013,Standard Class,OFF-PA-10002195,Ryan Crowe,indonesia,Semarang,Region B,79,single,Mandiri Deposit,78," 151,221,500 ",124268247,2,1,1
9/23/2013,Standard Class,TEC-PH-10001305,Ryan Crowe,indonesia,Semarang,Region B,60,single,Mandiri Deposit,187," 404,167,916 ",52508007,0,1,2
5/17/2012,Standard Class,OFF-LA-10003766,Dianna Vittorini,indonesia,Padang,Region A,36,single,Mandiri Deposit,5," 86,383,735 ",152653023,2,0,2
5/17/2012,Standard Class,OFF-SU-10000898,Dianna Vittorini,indonesia,Padang,Region A,76,single,Mandiri Deposit,76," 735,583,634 ",136727131,2,0,1
9/30/2013,Standard Class,TEC-AC-10003399,Maris LaWare,indonesia,Balikpapan,Region C,80,menikah,Mandiri Deposit,186," 251,605,796 ",183084181,1,1,0
1/22/2011,Gold Class,FUR-FU-10001889,Tom Boeckenhauer,indonesia,Makasar,Region D,47,single,Mandiri Deposit,149," 82,158,423 ",80860465,3,1,2
2/27/2014,Standard Class,TEC-PH-10003645,Dave Brooks,indonesia,Pontianak,Region C,80,menikah,Mandiri Deposit,78," 735,623,634 ",88523640,3,1,2
2/27/2014,Standard Class,OFF-PA-10004041,Dave Brooks,indonesia,Pontianak,Region C,25,menikah,Mandiri Deposit,186," 915,896,721 ",94473165,2,0,1
5/5/2014,Gold Class,OFF-AP-10002684,Chris Cortes,indonesia,Balikpapan,Region C,26,menikah,Mandiri Deposit,81," 202,269,059 ",188302832,2,1,1
12/5/2011,Standard Class,OFF-AR-10002671,Brendan Sweed,indonesia,Balikpapan,Region C,40,menikah,Mandiri Deposit,75," 396,657,488 ",122839363,1,0,0
12/5/2011,Standard Class,TEC-PH-10002726,Brendan Sweed,indonesia,Balikpapan,Region C,59,menikah,Mandiri Deposit,79," 564,881,348 ",147050188,0,0,0
12/26/2011,Platinum Class,OFF-BI-10004593,Kelly Lampkin,indonesia,Pontianak,Region C,32,menikah,Mandiri Deposit,171," 825,040,803 ",191353943,2,0,1
12/26/2011,Platinum Class,OFF-FA-10004854,Kelly Lampkin,indonesia,Pontianak,Region C,21,menikah,Mandiri Credit Card,148," 681,378,704 ",104450774,3,0,1
9/27/2011,Standard Class,FUR-FU-10001588,Thomas Seio,indonesia,Bandar Lampung,Region A,64,menikah,Mandiri Deposit,94," 991,979,803 ",109348822,3,1,2
4/13/2011,Gold Class,OFF-AR-10000122,Jonathan Doherty,indonesia,Palembang,Region A,77,single,Mandiri Deposit,114," 389,356,524 ",178007464,1,1,1
4/13/2011,Gold Class,OFF-BI-10003656,Jonathan Doherty,indonesia,Palembang,Region A,46,single,Mandiri Deposit,38," 882,378,160 ",164882581,0,1,0
4/13/2011,Gold Class,OFF-FA-10002780,Jonathan Doherty,indonesia,Palembang,Region A,22,single,Mandiri Credit Card,104," 503,426,151 ",27017286,3,1,2
4/13/2011,Gold Class,TEC-PH-10000702,Jonathan Doherty,indonesia,Palembang,Region A,78,single,Mandiri Deposit,33," 543,080,306 ",139728263,0,0,2
7/12/2011,Standard Class,OFF-BI-10003314,Alyssa Crouse,indonesia,Balikpapan,Region C,38,menikah,Mandiri Deposit,164," 489,589,768 ",164602123,2,1,0
12/30/2011,Standard Class,OFF-AR-10003651,Ken Brennan,indonesia,Surabaya,Region B,47,single,Mandiri Deposit,146," 62,005,198 ",31777881,0,1,1
9/19/2011,Standard Class,OFF-FA-10000624,Frank Atkinson,indonesia,Samarinda,Region C,35,menikah,Mandiri Credit Card,16," 883,656,698 ",106934460,1,0,2
12/28/2011,Platinum Class,OFF-AR-10003373,Sung Pak,indonesia,Palembang,Region A,43,single,Mandiri Deposit,31," 811,593,448 ",54278093,2,1,1
12/5/2011,Gold Class,OFF-ST-10003455,David Kendrick,indonesia,Surabaya,Region B,34,single,Mandiri Consumer Loan,133," 954,386,918 ",85144204,1,0,2
12/5/2011,Gold Class,TEC-AC-10004659,David Kendrick,indonesia,Surabaya,Region B,66,single,Mandiri Deposit,11," 762,297,480 ",46927574,2,1,2
8/9/2011,Standard Class,TEC-PH-10002398,Andy Gerbode,indonesia,Makasar,Region D,58,menikah,Mandiri Deposit,127," 924,800,903 ",50654443,1,1,0
2/9/2012,Gold Class,TEC-AC-10001266,Michael Stewart,indonesia,Jogyakarta,Region B,39,single,Mandiri Deposit,71," 792,857,045 ",170286222,3,0,0
12/3/2012,Standard Class,TEC-MA-10001681,Dean Katz,indonesia,Palembang,Region A,23,single,Mandiri Saving,81," 23,400,874 ",77455108,2,1,2
